date,ot_book,ot_chapter,nt_book,nt_chapter,psalm_book,psalm_chapter
2025-06-30,,,Colossians,3,,
2025-06-30,,,,,Psalm,78
2025-07-01,1 Chronicles,25,,,,
2025-07-01,1 Chronicles,26,,,,
2025-07-01,,,Colossians,4,,
2025-07-01,,,,,Psalm,78
2025-07-02,1 Chronicles,27,,,,
2025-07-02,1 Chronicles,28,,,,
2025-07-02,,,1 Thessalonians,1,,
2025-07-03,1 Chronicles,29,,,,
2025-07-03,2 Chronicles,1,,,,
2025-07-03,,,1 Thessalonians,2,,
2025-07-03,,,,,Psalm,42
2025-07-04,2 Chronicles,2,,,,
2025-07-04,2 Chronicles,3,,,,
2025-07-04,,,1 Thessalonians,3,,
2025-07-05,2 Chronicles,4,,,,
2025-07-05,2 Chronicles,5,,,,
2025-07-05,,,1 Thessalonians,4,,
2025-07-05,,,,,Psalm,44
2025-07-06,2 Chronicles,6,,,,
2025-07-06,2 Chronicles,7,,,,
2025-07-06,,,1 Thessalonians,5,,
2025-07-06,,,,,Psalm,121
2025-07-07,2 Chronicles,8,,,,
2025-07-07,2 Chronicles,9,,,,
2025-07-07,,,2 Thessalonians,1,,
2025-07-08,2 Chronicles,10,,,,
2025-07-08,2 Chronicles,11,,,,
2025-07-08,,,2 Thessalonians,2,,
2025-07-09,2 Chronicles,12,,,,
2025-07-09,2 Chronicles,13,,,,
2025-07-09,,,2 Thessalonians,3,,
2025-07-09,,,,,Psalm,47
2025-07-10,2 Chronicles,14,,,,
2025-07-10,2 Chronicles,15,,,,
2025-07-10,,,1 Timothy,1,,
2025-07-11,2 Chronicles,16,,,,
2025-07-11,2 Chronicles,17,,,,
2025-07-11,,,1 Timothy,2,,
2025-07-11,,,,,Psalm,129
2025-07-12,2 Chronicles,18,,,,
2025-07-12,2 Chronicles,19,,,,
2025-07-12,,,1 Timothy,3,,
2025-07-12,,,,,Psalm,20
2025-07-13,2 Chronicles,20,,,,
2025-07-13,2 Chronicles,21,,,,
2025-07-13,,,1 Timothy,4,,
2025-07-13,,,,,Psalm,20
2025-07-14,2 Chronicles,22,,,,
2025-07-14,2 Chronicles,23,,,,
2025-07-14,,,1 Timothy,5,,
2025-07-14,,,,,Psalm,131
2025-07-15,2 Chronicles,24,,,,
2025-07-15,2 Chronicles,25,,,,
2025-07-15,,,1 Timothy,6,,
2025-07-15,,,,,Psalm,50
2025-07-16,2 Chronicles,26,,,,
2025-07-16,2 Chronicles,27,,,,
2025-07-16,,,2 Timothy,1,,
2025-07-16,,,,,Psalm,61
2025-07-17,2 Chronicles,28,,,,
2025-07-17,2 Chronicles,29,,,,
2025-07-17,,,2 Timothy,2,,
2025-07-17,,,,,Psalm,66
2025-07-18,2 Chronicles,30,,,,
2025-07-18,2 Chronicles,31,,,,
2025-07-18,,,2 Timothy,3,,
2025-07-19,2 Chronicles,32,,,,
2025-07-19,2 Chronicles,33,,,,
2025-07-19,,,2 Timothy,4,,
2025-07-19,,,,,Psalm,67
2025-07-20,2 Chronicles,34,,,,
2025-07-20,2 Chronicles,35,,,,
2025-07-20,,,Titus,1,,
2025-07-21,2 Chronicles,36,,,,
2025-07-21,Ezra,1,,,,
2025-07-21,,,Titus,2,,
2025-07-21,,,,,Psalm,126
2025-07-22,Ezra,2,,,,
2025-07-22,Ezra,3,,,,
2025-07-22,,,Titus,3,,
2025-07-22,,,,,Psalm,92
2025-07-23,Ezra,4,,,,
2025-07-23,Ezra,5,,,,
2025-07-23,,,Philemon,1,,
2025-07-23,,,,,Psalm,92
2025-07-24,Ezra,6,,,,
2025-07-24,Ezra,7,,,,
2025-07-24,,,Hebrews,1,,
2025-07-24,,,,,Psalm,95
2025-07-25,Ezra,8,,,,
2025-07-25,Ezra,9,,,,
2025-07-25,,,Hebrews,2,,
2025-07-25,,,,,Psalm,97
2025-07-26,Ezra,10,,,,
2025-07-26,Nehemiah,1,,,,
2025-07-26,,,Hebrews,3,,
2025-07-26,,,,,Psalm,97
2025-07-27,Nehemiah,2,,,,
2025-07-27,Nehemiah,3,,,,
2025-07-27,,,Hebrews,4,,
2025-07-28,Nehemiah,4,,,,
2025-07-28,Nehemiah,5,,,,
2025-07-28,,,Hebrews,5,,
2025-07-28,,,,,Psalm,98
2025-07-29,Nehemiah,6,,,,
2025-07-29,Nehemiah,7,,,,
2025-07-29,,,Hebrews,6,,
2025-07-29,,,,,Psalm,98
2025-07-30,Nehemiah,8,,,,
2025-07-30,Nehemiah,9,,,,
2025-07-30,,,Hebrews,7,,
2025-07-30,,,,,Psalm,140
2025-07-31,Nehemiah,10,,,,
2025-07-31,Nehemiah,11,,,,
2025-07-31,,,Hebrews,8,,
2025-08-01,Nehemiah,12,,,,
2025-08-01,Nehemiah,13,,,,
2025-08-01,,,Hebrews,9,,
2025-08-02,Esther,1,,,,
2025-08-02,Esther,2,,,,
2025-08-02,,,Hebrews,10,,
2025-08-02,,,,,Psalm,139
2025-08-03,Esther,3,,,,
2025-08-03,Esther,4,,,,
2025-08-03,,,Hebrews,11,,
2025-08-03,,,,,Psalm,139
2025-08-04,Esther,5,,,,
2025-08-04,Esther,6,,,,
2025-08-04,,,Hebrews,12,,
2025-08-05,Esther,7,,,,
2025-08-05,Esther,8,,,,
2025-08-05,,,Hebrews,13,,
2025-08-06,Esther,9,,,,
2025-08-06,Esther,10,,,,
2025-08-06,,,James,1,,
2025-08-07,Job,1,,,,
2025-08-07,Job,2,,,,
2025-08-07,,,James,2,,
2025-08-07,,,,,Psalm,29
2025-08-08,Job,3,,,,
2025-08-08,Job,4,,,,
2025-08-08,,,James,3,,
2025-08-08,,,,,Psalm,29
2025-08-09,Job,5,,,,
2025-08-09,Job,6,,,,
2025-08-09,,,James,4,,
2025-08-09,,,,,Psalm,99
2025-08-10,Job,7,,,,
2025-08-10,Job,8,,,,
2025-08-10,,,James,5,,
2025-08-11,Job,9,,,,
2025-08-11,Job,10,,,,
2025-08-11,,,1 Peter,1,,
2025-08-12,Job,11,,,,
2025-08-12,Job,12,,,,
2025-08-12,,,1 Peter,2,,
2025-08-12,,,,,Psalm,100
2025-08-13,Job,13,,,,
2025-08-13,Job,14,,,,
2025-08-13,,,1 Peter,3,,
2025-08-13,,,,,Psalm,100
2025-08-14,Job,15,,,,
2025-08-14,Job,16,,,,
2025-08-14,,,1 Peter,4,,
2025-08-15,Job,17,,,,
2025-08-15,Job,18,,,,
2025-08-15,,,1 Peter,5,,
2025-08-15,,,,,Psalm,141
2025-08-16,Job,19,,,,
2025-08-16,Job,20,,,,
2025-08-16,,,2 Peter,1,,
2025-08-16,,,,,Psalm,141
2025-08-17,Job,21,,,,
2025-08-17,Job,22,,,,
2025-08-17,,,2 Peter,2,,
2025-08-17,,,,,Psalm,101
2025-08-18,Job,23,,,,
2025-08-18,Job,24,,,,
2025-08-18,,,2 Peter,3,,
2025-08-18,,,,,Psalm,101
2025-08-19,Job,25,,,,
2025-08-19,Job,26,,,,
2025-08-19,,,1 John,1,,
2025-08-20,Job,27,,,,
2025-08-20,Job,28,,,,
2025-08-20,,,1 John,2,,
2025-08-21,Job,29,,,,
2025-08-21,Job,30,,,,
2025-08-21,,,1 John,3,,
2025-08-22,Job,31,,,,
2025-08-22,Job,32,,,,
2025-08-22,,,1 John,4,,
2025-08-22,,,,,Psalm,102
2025-08-23,Job,33,,,,
2025-08-23,Job,34,,,,
2025-08-23,,,1 John,5,,
2025-08-23,,,,,Psalm,102
2025-08-24,Job,35,,,,
2025-08-24,Job,36,,,,
2025-08-24,,,2 John,1,,
2025-08-25,Job,37,,,,
2025-08-25,Job,38,,,,
2025-08-25,,,3 John,1,,
2025-08-25,,,,,Psalm,103
2025-08-26,Job,39,,,,
2025-08-26,Job,40,,,,
2025-08-26,,,Jude,1,,
2025-08-26,,,,,Psalm,103
2025-08-27,Job,41,,,,
2025-08-27,Job,42,,,,
2025-08-27,,,Revelation,1,,
2025-08-27,,,,,Psalm,150
2025-08-28,Ecclesiastes,1,,,,
2025-08-28,Ecclesiastes,2,,,,
2025-08-28,Ecclesiastes,3,,,,
2025-08-28,,,Revelation,2,,
2025-08-28,,,,,Psalm,45
2025-08-29,Ecclesiastes,4,,,,
2025-08-29,Ecclesiastes,5,,,,
2025-08-29,,,Revelation,3,,
2025-08-29,,,,,Psalm,125
2025-08-30,Ecclesiastes,6,,,,
2025-08-30,Ecclesiastes,7,,,,
2025-08-30,,,Revelation,4,,
2025-08-30,,,,,Psalm,125
2025-08-31,Ecclesiastes,8,,,,
2025-08-31,Ecclesiastes,9,,,,
2025-08-31,,,Revelation,5,,
2025-08-31,,,,,Psalm,46
2025-09-01,Ecclesiastes,10,,,,
2025-09-01,Ecclesiastes,11,,,,
2025-09-01,,,Revelation,6,,
2025-09-02,Ecclesiastes,12,,,,
2025-09-02,Song of Solomon,1,,,,
2025-09-02,,,Revelation,7,,
2025-09-02,,,,,Psalm,72
2025-09-03,Song of Solomon,2,,,,
2025-09-03,Song of Solomon,3,,,,
2025-09-03,,,Revelation,8,,
2025-09-03,,,,,Psalm,72
2025-09-04,Song of Solomon,4,,,,
2025-09-04,Song of Solomon,5,,,,
2025-09-04,,,Revelation,9,,
2025-09-05,Song of Solomon,6,,,,
2025-09-05,Song of Solomon,7,,,,
2025-09-05,,,Revelation,10,,
2025-09-05,,,,,Psalm,127
2025-09-06,Song of Solomon,8,,,,
2025-09-06,Isaiah,1,,,,
2025-09-06,,,Revelation,11,,
2025-09-06,,,,,Psalm,127
2025-09-07,Isaiah,2,,,,
2025-09-07,Isaiah,3,,,,
2025-09-07,,,Revelation,12,,
2025-09-07,,,,,Psalm,9
2025-09-08,Isaiah,4,,,,
2025-09-08,Isaiah,5,,,,
2025-09-08,,,Revelation,13,,
2025-09-09,Isaiah,6,,,,
2025-09-09,Isaiah,7,,,,
2025-09-09,,,Revelation,14,,
2025-09-09,,,,,Psalm,22
2025-09-10,Isaiah,8,,,,
2025-09-10,Isaiah,9,,,,
2025-09-10,,,Revelation,15,,
2025-09-10,,,,,Psalm,22
2025-09-11,Isaiah,10,,,,
2025-09-11,Isaiah,11,,,,
2025-09-11,,,Revelation,16,,
2025-09-11,,,,,Psalm,118
2025-09-12,Isaiah,12,,,,
2025-09-12,Isaiah,13,,,,
2025-09-12,,,Revelation,17,,
2025-09-12,,,,,Psalm,118
2025-09-13,Isaiah,14,,,,
2025-09-13,Isaiah,15,,,,
2025-09-13,,,Revelation,18,,
2025-09-14,Isaiah,16,,,,
2025-09-14,Isaiah,17,,,,
2025-09-14,,,Revelation,19,,
2025-09-14,,,,,Psalm,62
2025-09-15,Isaiah,18,,,,
2025-09-15,Isaiah,19,,,,
2025-09-15,,,Revelation,20,,
2025-09-15,,,,,Psalm,62
2025-09-16,Isaiah,20,,,,
2025-09-16,Isaiah,21,,,,
2025-09-16,,,Revelation,21,,
2025-09-17,Isaiah,22,,,,
2025-09-17,Isaiah,23,,,,
2025-09-17,,,Revelation,22,,
2025-09-18,Isaiah,24,,,,
2025-09-18,Isaiah,25,,,,
2025-09-18,,,John,1,,
2025-09-19,Isaiah,26,,,,
2025-09-19,Isaiah,27,,,,
2025-09-19,,,John,2,,
2025-09-19,,,,,Psalm,65
2025-09-20,Isaiah,28,,,,
2025-09-20,Isaiah,29,,,,
2025-09-20,,,John,3,,
2025-09-20,,,,,Psalm,65
2025-09-21,Isaiah,30,,,,
2025-09-21,Isaiah,31,,,,
2025-09-21,,,John,4,,
2025-09-22,Isaiah,32,,,,
2025-09-22,Isaiah,33,,,,
2025-09-22,,,John,5,,
2025-09-23,Isaiah,34,,,,
2025-09-23,Isaiah,35,,,,
2025-09-23,,,John,6,,
2025-09-24,Isaiah,36,,,,
2025-09-24,Isaiah,37,,,,
2025-09-24,,,John,7,,
2025-09-24,,,,,Psalm,123
2025-09-25,Isaiah,38,,,,
2025-09-25,Isaiah,39,,,,
2025-09-25,,,John,8,,
2025-09-25,,,,,Psalm,68
2025-09-26,Isaiah,40,,,,
2025-09-26,Isaiah,41,,,,
2025-09-26,,,John,9,,
2025-09-26,,,,,Psalm,68
2025-09-27,Isaiah,42,,,,
2025-09-27,Isaiah,43,,,,
2025-09-27,,,John,10,,
2025-09-28,Isaiah,44,,,,
2025-09-28,Isaiah,45,,,,
2025-09-28,,,John,11,,
2025-09-29,Isaiah,46,,,,
2025-09-29,Isaiah,47,,,,
2025-09-29,,,John,12,,
2025-09-30,Isaiah,48,,,,
2025-09-30,Isaiah,49,,,,
2025-09-30,,,John,13,,
2025-09-30,,,,,Psalm,69
2025-10-01,Isaiah,50,,,,
2025-10-01,Isaiah,51,,,,
2025-10-01,,,John,14,,
2025-10-01,,,,,Psalm,69
2025-10-02,Isaiah,52,,,,
2025-10-02,Isaiah,53,,,,
2025-10-02,,,John,15,,
2025-10-02,,,,,Psalm,69
2025-10-03,Isaiah,54,,,,
2025-10-03,Isaiah,55,,,,
2025-10-03,,,John,16,,
2025-10-03,,,,,Psalm,128
2025-10-04,Isaiah,56,,,,
2025-10-04,Isaiah,57,,,,
2025-10-04,,,John,17,,
2025-10-04,,,,,Psalm,70
2025-10-05,Isaiah,58,,,,
2025-10-05,Isaiah,59,,,,
2025-10-05,,,John,18,,
2025-10-05,,,,,Psalm,70
2025-10-06,Isaiah,60,,,,
2025-10-06,Isaiah,61,,,,
2025-10-06,,,John,19,,
2025-10-07,Isaiah,62,,,,
2025-10-07,Isaiah,63,,,,
2025-10-07,,,John,20,,
2025-10-08,Isaiah,64,,,,
2025-10-08,Isaiah,65,,,,
2025-10-08,,,John,21,,
2025-10-09,Isaiah,66,,,,
2025-10-09,Jeremiah,1,,,,
2025-10-09,,,Romans,1,,
2025-10-09,,,,,Psalm,130
2025-10-10,Jeremiah,2,,,,
2025-10-10,Jeremiah,3,,,,
2025-10-10,,,Romans,2,,
2025-10-10,,,,,Psalm,130
2025-10-11,Jeremiah,4,,,,
2025-10-11,Jeremiah,5,,,,
2025-10-11,,,Romans,3,,
2025-10-11,,,,,Psalm,130
2025-10-12,Jeremiah,6,,,,
2025-10-12,Jeremiah,7,,,,
2025-10-12,,,Romans,4,,
2025-10-12,,,,,Psalm,75
2025-10-13,Jeremiah,8,,,,
2025-10-13,Jeremiah,9,,,,
2025-10-13,,,Romans,5,,
2025-10-14,Jeremiah,10,,,,
2025-10-14,Jeremiah,11,,,,
2025-10-14,,,Romans,6,,
2025-10-15,Jeremiah,12,,,,
2025-10-15,Jeremiah,13,,,,
2025-10-15,,,Romans,7,,
2025-10-16,Jeremiah,14,,,,
2025-10-16,Jeremiah,15,,,,
2025-10-16,,,Romans,8,,
2025-10-16,,,,,Psalm,76
2025-10-17,Jeremiah,16,,,,
2025-10-17,Jeremiah,17,,,,
2025-10-17,,,Romans,9,,
2025-10-17,,,,,Psalm,76
2025-10-18,Jeremiah,18,,,,
2025-10-18,Jeremiah,19,,,,
2025-10-18,,,Romans,10,,
2025-10-19,Jeremiah,20,,,,
2025-10-19,Jeremiah,21,,,,
2025-10-19,,,Romans,11,,
2025-10-19,,,,,Psalm,79
2025-10-20,Jeremiah,22,,,,
2025-10-20,Jeremiah,23,,,,
2025-10-20,,,Romans,12,,
2025-10-20,,,,,Psalm,77
2025-10-21,Jeremiah,24,,,,
2025-10-21,Jeremiah,25,,,,
2025-10-21,,,Romans,13,,
2025-10-21,,,,,Psalm,133
2025-10-22,Jeremiah,26,,,,
2025-10-22,Jeremiah,27,,,,
2025-10-22,,,Romans,14,,
2025-10-22,,,,,Psalm,77
2025-10-23,Jeremiah,28,,,,
2025-10-23,Jeremiah,29,,,,
2025-10-23,,,Romans,15,,
2025-10-24,Jeremiah,30,,,,
2025-10-24,Jeremiah,31,,,,
2025-10-24,,,Romans,16,,
2025-10-25,Jeremiah,32,,,,
2025-10-25,Jeremiah,33,,,,
2025-10-25,,,Galatians,1,,
2025-10-26,Jeremiah,34,,,,
2025-10-26,Jeremiah,35,,,,
2025-10-26,,,Galatians,2,,
2025-10-26,,,,,Psalm,79
2025-10-27,Jeremiah,36,,,,
2025-10-27,Jeremiah,37,,,,
2025-10-27,,,Galatians,3,,
2025-10-27,,,,,Psalm,133
2025-10-28,Jeremiah,38,,,,
2025-10-28,Jeremiah,39,,,,
2025-10-28,,,Galatians,4,,
2025-10-29,Jeremiah,40,,,,
2025-10-29,Jeremiah,41,,,,
2025-10-29,,,Galatians,5,,
2025-10-29,,,,,Psalm,147
2025-10-30,Jeremiah,42,,,,
2025-10-30,Jeremiah,43,,,,
2025-10-30,,,Galatians,6,,
2025-10-30,,,,,Psalm,147
2025-10-31,Jeremiah,44,,,,
2025-10-31,Jeremiah,45,,,,
2025-10-31,,,Ephesians,1,,
2025-10-31,,,,,Psalm,133
2025-11-01,Jeremiah,46,,,,
2025-11-01,Jeremiah,47,,,,
2025-11-01,,,Ephesians,2,,
2025-11-01,,,,,Psalm,80
2025-11-02,Jeremiah,48,,,,
2025-11-02,Jeremiah,49,,,,
2025-11-02,,,Ephesians,3,,
2025-11-02,,,,,Psalm,80
2025-11-03,Jeremiah,50,,,,
2025-11-03,Jeremiah,51,,,,
2025-11-03,,,Ephesians,4,,
2025-11-04,Jeremiah,52,,,,
2025-11-04,Lamentations,1,,,,
2025-11-04,,,Ephesians,5,,
2025-11-05,Lamentations,2,,,,
2025-11-05,Lamentations,3,,,,
2025-11-05,,,Ephesians,6,,
2025-11-05,,,,,Psalm,137
2025-11-06,Lamentations,4,,,,
2025-11-06,Lamentations,5,,,,
2025-11-06,,,Philippians,1,,
2025-11-06,,,,,Psalm,137
2025-11-07,Ezekiel,1,,,,
2025-11-07,Ezekiel,2,,,,
2025-11-07,,,Philippians,2,,
2025-11-08,Ezekiel,3,,,,
2025-11-08,Ezekiel,4,,,,
2025-11-08,,,Philippians,3,,
2025-11-08,,,,,Psalm,82
2025-11-09,Ezekiel,5,,,,
2025-11-09,Ezekiel,6,,,,
2025-11-09,,,Philippians,4,,
2025-11-09,,,,,Psalm,82
2025-11-10,Ezekiel,7,,,,
2025-11-10,Ezekiel,8,,,,
2025-11-10,,,Colossians,1,,
2025-11-11,Ezekiel,9,,,,
2025-11-11,Ezekiel,10,,,,
2025-11-11,,,Colossians,2,,
2025-11-11,,,,,Psalm,83
2025-11-12,Ezekiel,11,,,,
2025-11-12,Ezekiel,12,,,,
2025-11-12,,,Colossians,3,,
2025-11-12,,,,,Psalm,83
2025-11-13,Ezekiel,13,,,,
2025-11-13,Ezekiel,14,,,,
2025-11-13,,,Colossians,4,,
2025-11-13,,,,,Psalm,136
2025-11-14,Ezekiel,15,,,,
2025-11-14,Ezekiel,16,,,,
2025-11-14,,,Hebrews,1,,
2025-11-14,,,,,Psalm,136
2025-11-15,Ezekiel,17,,,,
2025-11-15,Ezekiel,18,,,,
2025-11-15,,,Hebrews,2,,
2025-11-16,Ezekiel,19,,,,
2025-11-16,Ezekiel,20,,,,
2025-11-16,,,Hebrews,3,,
2025-11-16,,,,,Psalm,84
2025-11-17,Ezekiel,21,,,,
2025-11-17,Ezekiel,22,,,,
2025-11-17,,,Hebrews,4,,
2025-11-17,,,,,Psalm,84
2025-11-18,Ezekiel,23,,,,
2025-11-18,Ezekiel,24,,,,
2025-11-18,,,Hebrews,5,,
2025-11-18,,,,,Psalm,134
2025-11-19,Ezekiel,25,,,,
2025-11-19,Ezekiel,26,,,,
2025-11-19,,,Hebrews,6,,
2025-11-19,,,,,Psalm,85
2025-11-20,Ezekiel,27,,,,
2025-11-20,Ezekiel,28,,,,
2025-11-20,,,Hebrews,7,,
2025-11-20,,,,,Psalm,85
2025-11-21,Ezekiel,29,,,,
2025-11-21,Ezekiel,30,,,,
2025-11-21,,,Hebrews,8,,
2025-11-22,Ezekiel,31,,,,
2025-11-22,Ezekiel,32,,,,
2025-11-22,,,Hebrews,9,,
2025-11-23,Ezekiel,33,,,,
2025-11-23,Ezekiel,34,,,,
2025-11-23,,,Hebrews,10,,
2025-11-23,,,,,Psalm,86
2025-11-24,Ezekiel,35,,,,
2025-11-24,Ezekiel,36,,,,
2025-11-24,,,Hebrews,11,,
2025-11-24,,,,,Psalm,86
2025-11-25,Ezekiel,37,,,,
2025-11-25,Ezekiel,38,,,,
2025-11-25,,,Hebrews,12,,
2025-11-25,,,,,Psalm,87
2025-11-26,Ezekiel,39,,,,
2025-11-26,Ezekiel,40,,,,
2025-11-26,,,Hebrews,13,,
2025-11-26,,,,,Psalm,87
2025-11-27,Ezekiel,41,,,,
2025-11-27,Ezekiel,42,,,,
2025-11-27,,,James,1,,
2025-11-28,Ezekiel,43,,,,
2025-11-28,Ezekiel,44,,,,
2025-11-28,,,James,2,,
2025-11-28,,,,,Psalm,135
2025-11-29,Ezekiel,45,,,,
2025-11-29,Ezekiel,46,,,,
2025-11-29,,,James,3,,
2025-11-29,,,,,Psalm,135
2025-11-30,Ezekiel,47,,,,
2025-11-30,Ezekiel,48,,,,
2025-11-30,,,James,4,,
2025-12-01,Daniel,1,,,,
2025-12-01,Daniel,2,,,,
2025-12-01,,,James,5,,
2025-12-01,,,,,Psalm,88
2025-12-02,Daniel,3,,,,
2025-12-02,Daniel,4,,,,
2025-12-02,,,1 Peter,1,,
2025-12-02,,,,,Psalm,88
2025-12-03,Daniel,5,,,,
2025-12-03,Daniel,6,,,,
2025-12-03,,,1 Peter,2,,
2025-12-04,Daniel,7,,,,
2025-12-04,Daniel,8,,,,
2025-12-04,,,1 Peter,3,,
2025-12-04,,,,,Psalm,91
2025-12-05,Daniel,9,,,,
2025-12-05,Daniel,10,,,,
2025-12-05,,,1 Peter,4,,
2025-12-05,,,,,Psalm,91
2025-12-06,Daniel,11,,,,
2025-12-06,Daniel,12,,,,
2025-12-06,,,1 Peter,5,,
2025-12-07,Hosea,1,,,,
2025-12-07,Hosea,2,,,,
2025-12-07,,,2 Peter,1,,
2025-12-08,Hosea,3,,,,
2025-12-08,Hosea,4,,,,
2025-12-08,,,2 Peter,2,,
2025-12-08,,,,,Psalm,58
2025-12-09,Hosea,5,,,,
2025-12-09,Hosea,6,,,,
2025-12-09,,,2 Peter,3,,
2025-12-09,,,,,Psalm,58
2025-12-10,Hosea,7,,,,
2025-12-10,Hosea,8,,,,
2025-12-10,,,Revelation,1,,
2025-12-11,Hosea,9,,,,
2025-12-11,Hosea,10,,,,
2025-12-11,,,Revelation,2,,
2025-12-12,Hosea,11,,,,
2025-12-12,Hosea,12,,,,
2025-12-12,,,Revelation,3,,
2025-12-13,Hosea,13,,,,
2025-12-13,Hosea,14,,,,
2025-12-13,,,Revelation,4,,
2025-12-13,,,,,Psalm,61
2025-12-14,Joel,1,,,,
2025-12-14,Joel,2,,,,
2025-12-14,,,Revelation,5,,
2025-12-15,Joel,3,,,,
2025-12-15,Amos,1,,,,
2025-12-15,,,Revelation,6,,
2025-12-16,Amos,2,,,,
2025-12-16,Amos,3,,,,
2025-12-16,,,Revelation,7,,
2025-12-17,Amos,4,,,,
2025-12-17,Amos,5,,,,
2025-12-17,,,Revelation,8,,
2025-12-17,,,,,Psalm,55
2025-12-18,Amos,6,,,,
2025-12-18,Amos,7,,,,
2025-12-18,,,Revelation,9,,
2025-12-19,Amos,8,,,,
2025-12-19,Amos,9,,,,
2025-12-19,,,Revelation,10,,
2025-12-20,Obadiah,1,,,,
2025-12-20,Jonah,1,,,,
2025-12-20,,,Revelation,11,,
2025-12-20,,,,,Psalm,147
2025-12-21,Jonah,2,,,,
2025-12-21,Jonah,3,,,,
2025-12-21,,,Revelation,12,,
2025-12-22,Jonah,4,,,,
2025-12-22,Micah,1,,,,
2025-12-22,,,Revelation,13,,
2025-12-23,Micah,2,,,,
2025-12-23,Micah,3,,,,
2025-12-23,,,Revelation,14,,
2025-12-24,Micah,4,,,,
2025-12-24,Micah,5,,,,
2025-12-24,,,Revelation,15,,
2025-12-25,Micah,6,,,,
2025-12-25,Micah,7,,,,
2025-12-25,,,Revelation,16,,
2025-12-26,Nahum,1,,,,
2025-12-26,Nahum,2,,,,
2025-12-26,,,Revelation,17,,
2025-12-26,,,,,Psalm,149
2025-12-27,Nahum,3,,,,
2025-12-27,Habakkuk,1,,,,
2025-12-27,,,Revelation,18,,
2025-12-27,,,,,Psalm,149
2025-12-28,Habakkuk,2,,,,
2025-12-28,Habakkuk,3,,,,
2025-12-28,,,Revelation,19,,
2025-12-29,Zephaniah,1,,,,
2025-12-29,Zephaniah,2,,,,
2025-12-29,,,Revelation,20,,
2025-12-29,,,,,Psalm,74
2025-12-30,Zephaniah,3,,,,
2025-12-30,Haggai,1,,,,
2025-12-30,,,Revelation,21,,
2025-12-30,,,,,Psalm,138
2025-12-31,Haggai,1,,,,
2025-12-31,Zechariah,1,,,,
2025-12-31,,,Revelation,22,,
